RWHOIS,"TCP/4321,UDP/4321",Remote Who Is
RWW,TCP/4125,Microsoft Remote Web Workplace on Small Business Server
RXE,UDP/761,
S-NET,"TCP/166,UDP/166",Sirius Systems
SAE-URN,"TCP/4500,UDP/4500",
SAFT,"TCP/487,UDP/487",saft Simple Asynchronous File Transfer
SAMBA-SWAT,TCP/901,Samba SWAT tool.  Also used by ISS RealSecure.
SAPCOMM,TCP/3398,SAPcomm
SAPEPS,TCP/3399,SAP EPS
SAPOSS,TCP/3397,SAP Oss
SAPROUTER,TCP/3299,SAProuter
SAS-1,"TCP/1426,UDP/1426",Satellite-data Acquisition System 1
SAS-2,"TCP/1436,UDP/1436",Satellite-data Acquisition System 2
SAS-3,"TCP/1501,UDP/1501",Satellite-data Acquisition System 3
SBOOK,"TCP/1349,UDP/1349",Registration Network Protocol
SCC-SECURITY,"TCP/582,UDP/582",
SCO-DTMGR,"TCP/617,UDP/617",SCO Desktop Administration Server or Arkeia (www.akriea.com) backup software
SCO-WEBSRVRMG3,"TCP/598,UDP/598",SCO Web Server Manager 3
SCOHELP,"TCP/457,UDP/457",
SCOI2ODIALOG,"TCP/360,UDP/360",
SCOREMGR,"TCP/2034,UDP/2034",
SCRABBLE,"TCP/2026,UDP/2026",
SCREENCAST,"TCP/1368,UDP/1368",
SCX-PROXY,"TCP/470,UDP/470",
SD,"TCP/9876,UDP/9876",Session Director
SDADMIND,TCP/5550,ACE/Server services
SDFUNC,"TCP/2046,UDP/2046",
SDLOG,TCP/5520,ACE/Server services
SDNSKMP,"TCP/558,UDP/558",
SDREPORT,TCP/5540,ACE/Server services
SDSC-LM,"TCP/1537,UDP/1537",
SDSERV,TCP/5530,ACE/Server services
SDXAUTHD,UDP/5540,ACE/Server services
SEARCH,TCP/2010,Or nfr411
SECUREIDPROP,TCP/5510,ACE/Server services
SECURENETPRO-SENSOR,TCP/975,RNDC is used by BIND 9 (& probably other NS)
SECURID,UDP/5500,SecurID
SEMANTIX,"TCP/361,UDP/361",
SEND,"TCP/169,UDP/169",
SEOSLOAD,TCP/8892,From the new Computer Associates eTrust ACX
SERVEXEC,TCP/2021,
SERVSERV,UDP/2011,
SET,UDP/257,secure electronic transaction
SFS-CONFIG,"TCP/452,UDP/452",Cray SFS config server
SFS-SMP-NET,"TCP/451,UDP/451",Cray Network Semaphore server
SFTP,"TCP/115,UDP/115",Simple File Transfer Protocol
SGCP,"TCP/440,UDP/440",
SGI-DGL,TCP/5232,SGI Distributed Graphics
SGMP,"TCP/153,UDP/153",
SGMP-TRAPS,"TCP/160,UDP/160",
SHADOWSERVER,"TCP/2027,UDP/2027",
SHELL,TCP/514,BSD rshd(8)
SHIVADISCOVERY,"TCP/1502,UDP/1502",Shiva
SHIVAHOSE,TCP/1549,Shiva Hose
SHIVASOUND,UDP/1549,Shiva Sound
SHIVA_CONFSRVR,"TCP/1651,UDP/1651",
SHRINKWRAP,"TCP/358,UDP/358",
SIAM,"TCP/498,UDP/498",
SIFT-UFT,"TCP/608,UDP/608",Sender-Initiated/Unsolicited File Transfer
SILC,TCP/706,Secure Internet Live Conferencing -- http://silcnet.org
SILVERPLATTER,"TCP/416,UDP/416",
SIMBA-CS,"TCP/1543,UDP/1543",
SIP,"TCP/5060,UDP/5060",Session Initiation Protocol (SIP)
SJ3,TCP/3086,SJ3 (kanji input)
SKKSERV,TCP/1178,SKK (kanji input)
SKRONK,"TCP/460,UDP/460",
SLNP,"TCP/3025,TCP/3045,TCP/8076",SLNP (Simple Library Network Protocol) by Sisis Informationssysteme GmbH
SMAKYNET,"TCP/122,UDP/122",
SMARTSDP,"TCP/426,UDP/426",
SMIP-AGENT,UDP/164,CMIP/TCP Agent
SMPTE,"TCP/420,UDP/420",
SMSD,"TCP/596,UDP/596",
SMSP,"TCP/413,UDP/413",
SMTP,"TCP/25,UDP/25",Simple Mail Transfer,PH_SYS_PROTOGRP_MAIL
SMTPS,"TCP/465,UDP/465",smtp protocol over TLS/SSL (was ssmtp),PH_SYS_PROTOGRP_MAIL
SMUX,"TCP/199,UDP/199",SNMP Unix Multiplexer
SNAGAS,"TCP/108,UDP/108",SNA Gateway Access Server
SNARE,"TCP/509,UDP/509",
SNET-SENSOR-MGMT,TCP/10000,SecureNet Pro Sensor https management server or apple airport admin
SNEWS,"TCP/563,UDP/563",
SNMP,"TCP/161,UDP/161",
SNMP-TCP-PORT,"TCP/1993,UDP/1993",cisco SNMP TCP port
SNMPTRAP,"TCP/162,UDP/162",snmp-trap
SNPP,"TCP/444,UDP/444",Simple Network Paging Protocol
SNS_CREDIT,TCP/1076,Shared Network Services (SNS) for Canadian credit card authorizations
SNTP-HEARTBEAT,"TCP/580,UDP/580",
SOCKS,"TCP/1080,UDP/1080",
SOFTCM,"TCP/6110,UDP/6110",HP SoftBench CM
SOFTPC,"TCP/215,UDP/215",Insignia Solutions
SOMETIMES-RPC1,UDP/1012,This is rstatd on my openBSD box
SOMETIMES-RPC10,UDP/32773,Sometimes an RPC port on my Solaris box (rquotad)
SOMETIMES-RPC11,TCP/32774,Sometimes an RPC port on my Solaris box (rusersd)
SOMETIMES-RPC12,UDP/32774,Sometimes an RPC port on my Solaris box (rusersd)
SOMETIMES-RPC13,TCP/32775,Sometimes an RPC port on my Solaris box (status)
SOMETIMES-RPC14,UDP/32775,Sometimes an RPC port on my Solaris box (status)
SOMETIMES-RPC15,TCP/32776,Sometimes an RPC port on my Solaris box (sprayd)
SOMETIMES-RPC16,UDP/32776,Sometimes an RPC port on my Solaris box (sprayd)
SOMETIMES-RPC17,TCP/32777,Sometimes an RPC port on my Solaris box (walld)
SOMETIMES-RPC18,UDP/32777,Sometimes an RPC port on my Solaris box (walld)
SOMETIMES-RPC19,TCP/32778,Sometimes an RPC port on my Solaris box (rstatd)
SOMETIMES-RPC2,UDP/737,Rusersd on my OpenBSD box
SOMETIMES-RPC20,UDP/32778,Sometimes an RPC port on my Solaris box (rstatd)
SOMETIMES-RPC21,TCP/32779,Sometimes an RPC port on my Solaris box
SOMETIMES-RPC22,UDP/32779,Sometimes an RPC port on my Solaris box
SOMETIMES-RPC23,TCP/32780,Sometimes an RPC port on my Solaris box
SOMETIMES-RPC24,UDP/32780,Sometimes an RPC port on my Solaris box
SOMETIMES-RPC25,TCP/32786,Sometimes an RPC port (mountd)
SOMETIMES-RPC26,UDP/32786,Sometimes an RPC port
SOMETIMES-RPC27,TCP/32787,Sometimes an RPC port dmispd (DMI Service Provider)
SOMETIMES-RPC28,UDP/32787,Sometimes an RPC port
SOMETIMES-RPC3,TCP/32770,Sometimes an RPC port on my Solaris box
SOMETIMES-RPC4,UDP/32770,Sometimes an RPC port on my Solaris box
SOMETIMES-RPC5,TCP/32771,Sometimes an RPC port on my Solaris box (rusersd)
SOMETIMES-RPC6,UDP/32771,Sometimes an RPC port on my Solaris box (rusersd)
SOMETIMES-RPC7,TCP/32772,Sometimes an RPC port on my Solaris box (status)
SOMETIMES-RPC8,UDP/32772,Sometimes an RPC port on my Solaris box (status)
SOMETIMES-RPC9,TCP/32773,Sometimes an RPC port on my Solaris box (rquotad)
SONAR,"TCP/572,UDP/572",
SOPHIA-LM,"TCP/1408,UDP/1408",Sophia License Manager
SPAMASSASSIN,TCP/783,Apache SpamAssassin spamd
SPC,"TCP/6111,UDP/6111",HP SoftBench Sub-Process Control
SPSC,"TCP/478,UDP/478",
SQL*NET,"TCP/66,UDP/66",Oracle SQL*NET,PH_SYS_PROTOGRP_DB
SQL-NET,"TCP/150,UDP/150",,PH_SYS_PROTOGRP_DB
SQLSERV,"TCP/118,UDP/118",SQL Services,PH_SYS_PROTOGRP_DB
SQLSRV,"TCP/156,UDP/156",SQL Service,PH_SYS_PROTOGRP_DB
SQUID-HTCP,UDP/4827,Squid proxy HTCP port
SQUID-HTTP,TCP/3128,SJ3 (kanji input)
SQUID-IPC,UDP/3130,SJ3 (kanji input)
SQUID-SNMP,UDP/3401,Squid proxy SNMP port
SRC,"TCP/200,UDP/200",IBM System Resource Controller
SRMP,"TCP/193,UDP/193",Spider Remote Monitoring Protocol
SRSSEND,"TCP/362,UDP/362",SRS Send
SS7NS,"TCP/477,UDP/477",
SSH,"TCP/22,UDP/22",Secure Shell Login
SSSERVER,TCP/1270,Sun StorEdge Configuration Service
SSTATS,TCP/486,
STATSCI1-LM,"TCP/6144,UDP/6144",StatSci License Manager - 1
STATSCI2-LM,"TCP/6145,UDP/6145",StatSci License Manager - 2
STATSRV,"TCP/133,UDP/133",Statistics Service
STEL,TCP/10005,Secure telnet
STMF,"TCP/501,UDP/501",
STONE-DESIGN-1,"TCP/1492,UDP/1492",
STREETTALK,TCP/566,
STUN-P1,"TCP/1990,UDP/1990",cisco STUN Priority 1 port
STUN-P2,"TCP/1991,UDP/1991",cisco STUN Priority 2 port
STUN-P3,"TCP/1992,UDP/1992",cisco STUN Priority 3 port
STUN-PORT,"TCP/1994,UDP/1994",cisco serial tunnel port
STX,"TCP/527,UDP/527",Stock IXChange
SU-MIT-TG,"TCP/89,UDP/89",SU/MIT Telnet Gateway
SUBMISSION,"TCP/587,UDP/587",
SUBMIT,TCP/773,
SUBMITSERVER,"TCP/2028,UDP/2028",
SUBNTBCST_TFTP,"TCP/247,UDP/247",
SUBSEVEN,"TCP/16959,TCP/27374",Subseven trojan
SUN-ANSWERBOOK,TCP/8888,Sun Answerbook HTTP server.  Or gnump3d streaming music server
SUN-MANAGECONSOLE,TCP/898,Solaris Management Console Java listener (Solaris 8 & 9)
SUPDUP,"TCP/95,UDP/95",BSD supdupd(8)
SUPFILEDBG,TCP/1127,SUP debugging
SUPFILESRV,TCP/871,SUP server
SUPPORT,TCP/1529,cygnus bug tracker
SUR-MEAS,"TCP/243,UDP/243",Survey Measurement
SVRLOC,"TCP/427,UDP/427",Server Location
SWGPS,TCP/15126,Nortel Java S/WGPS Global Payment Solutions for US credit card authorizations
SWIFT-RVF,"TCP/97,UDP/97",Swift Remote Virtural File Protocol
SYBASE,TCP/2638,Sybase database
SYGATEFW,UDP/39213,Sygate Firewall management port version 3.0 build 521 and above
SYMANTEC-AV,UDP/2967,Symantec AntiVirus (rtvscan.exe)
SYMPLEX,"TCP/1507,UDP/1507",
SYNOPTICS-TRAP,"TCP/412,UDP/412",Trap Convention Port
SYNOTICS-BROKER,"TCP/392,UDP/392",SynOptics Port Broker Port
SYNOTICS-RELAY,"TCP/391,UDP/391",SynOptics SNMP Relay Port
SYSLOG,UDP/514,BSD syslogd(8)
SYSTAT,"TCP/11,UDP/11",Active Users
TABULA,"TCP/1437,UDP/1437",
TACACS,"TCP/49,UDP/49",Login Host Protocol (TACACS)
TACACS-DS,"TCP/65,UDP/65",TACACS-Database Service
TACNEWS,UDP/98,TAC News
TALIGENT-LM,"TCP/1475,UDP/1475",Taligent License Manager
TALK,"TCP/517,UDP/517","like tenex link, but across"
TAM,"TCP/209,UDP/209",Trivial Authenticated Mail Protocol
TCP-ID-PORT,"TCP/1999,UDP/1999",cisco identification port
TCPMUX,"TCP/1,UDP/1",TCP Port Service Multiplexer [rfc-1078]
TCPNETHASPSRV,"TCP/475,UDP/475",
TEEDTAP,"TCP/559,UDP/559",
TELEFINDER,"TCP/1474,UDP/1474",
TELELPATHATTACK,"TCP/5011,UDP/5011",
TELELPATHSTART,"TCP/5010,UDP/5010",
TELESIS-LICMAN,"TCP/1380,UDP/1380",Telesis Network License Manager
TELNET,"TCP/23,UDP/23",
TELNETS,TCP/992,telnet protocol over TLS/SSL
TEMPO,"TCP/526,UDP/526",newdate
TENEBRIS_NTS,"TCP/359,UDP/359",Tenebris Network Trace Service
TERMINALDB,"UDP/2008,TCP/2018",
TFTP,"TCP/69,UDP/69",Trivial File Transfer
TICF-1,"TCP/492,UDP/492",Transport Independent Convergence for FNA
TICF-2,"TCP/493,UDP/493",Transport Independent Convergence for FNA
TIMBUKTU,"TCP/407,UDP/407",
TIMBUKTU-SRV1,"TCP/1417,UDP/1417",Timbuktu Service 1 Port
TIMBUKTU-SRV2,"TCP/1418,UDP/1418",Timbuktu Service 2 Port
TIMBUKTU-SRV3,"TCP/1419,UDP/1419",Timbuktu Service 3 Port
TIMBUKTU-SRV4,"TCP/1420,UDP/1420",Timbuktu Service 4 Port
TIME,"TCP/37,UDP/37",timserver
TIMED,"TCP/525,UDP/525",timeserver
TIMEFLIES,"TCP/1362,UDP/1362",
TINYFW,TCP/44334,tiny personal firewall admin port
TLISRV,"TCP/1527,UDP/1527",oracle
TN-TL-FD1,"TCP/476,UDP/476",
TN-TL-W1,TCP/474,
TN-TL-W2,UDP/474,
TNETOS,"TCP/377,UDP/377",NEC Corporation
TNS-CML,"TCP/590,UDP/590",
TOR-CONTROL,TCP/9051,"Tor ControlPort, www.torproject.org"
TOR-SOCKS,TCP/9050,"Tor SocksPort, www.torproject.org"
TOR-TRANS,TCP/9040,"Tor TransPort, www.torproject.org"
TPDU,"TCP/1430,UDP/1430",Hypercom TPDU
TPIP,"TCP/594,UDP/594",
TR-RSRB-P1,"TCP/1987,UDP/1987",cisco RSRB Priority 1 port
TR-RSRB-P2,"TCP/1988,UDP/1988",cisco RSRB Priority 2 port
TR-RSRB-P3,"TCP/1989,UDP/1989",cisco RSRB Priority 3 port
TR-RSRB-PORT,"TCP/1996,UDP/1996",cisco Remote SRB port
TRACK,TCP/3462,software distribution
TRINOO_BCAST,UDP/27444,Trinoo distributed attack tool Master
TRINOO_MASTER,TCP/27665,Trinoo distributed attack tool Master server control port
TRINOO_REGISTER,UDP/31335,Trinoo distributed attack tool Bcast Daemon registration port
TROFF,TCP/2014,
TSERVER,"TCP/450,UDP/450",
TTYINFO,TCP/2012,
UAAC,"TCP/145,UDP/145",UAAC Protocol
UAIACT,"TCP/1470,UDP/1470",Universal Analytics
UARPS,"TCP/219,UDP/219",Unisys ARPs
UDT_OS,"TCP/3900,UDP/3900",Unidata UDT OS
UFSD,"TCP/1008,UDP/1008",UFS-aware server
UIS,"TCP/390,UDP/390",
ULISTSERV,"TCP/372,UDP/372",Unix Listserv
ULP,"TCP/522,UDP/522",
ULPNET,"TCP/483,UDP/483",
UMETER,"TCP/571,UDP/571",udemon
UNICALL,"TCP/4343,UDP/4343",
UNIDATA-LDM,"TCP/388,UDP/388",Unidata LDM Version 4
UNIFY,"TCP/181,UDP/181",
UNITARY,"TCP/126,UDP/126",Unisys Unitary Login
UPNP,"TCP/1900,UDP/1900,TCP/5000,UDP/5000",Universal PnP
UPS,"TCP/401,UDP/401",Uninterruptible Power Supply
UPS-ONLINET,"TCP/7010,UDP/7010",onlinet uninterruptable power supplies
URM,"TCP/606,UDP/606",Cray Unified Resource Manager
US-GV,"TCP/1370,UDP/1370",Unix Shell to GlobalView
UTCD,"TCP/1506,UDP/1506",Universal Time daemon (utcd)
UTIME,"TCP/519,UDP/519",unixtime
UTMPCD,"TCP/431,UDP/431",
UTMPSD,"TCP/430,UDP/430",
UUCP,"TCP/540,UDP/540",uucpd
UUCP-PATH,"TCP/117,UDP/117",UUCP Path Service
UUCP-RLOGIN,"TCP/541,UDP/541",
VALISYS-LM,"TCP/1457,UDP/1457",Valisys License Manager
VAT,TCP/3456,VAT default data
VAT-CONTROL,"TCP/3457,UDP/3457",VAT default control
VEMMI,"TCP/575,UDP/575",
VENUS,"TCP/2430,UDP/2430",
VENUS-SE,"TCP/2431,UDP/2431",
VETTCP,"TCP/78,UDP/78",
VIA-FTP,"TCP/63,UDP/63",VIA Systems - FTP & whois++
VID,"TCP/769,UDP/769",
VIDEO-ACTIVMAIL,"TCP/1398,UDP/1398",Video Active Mail
VIDEOTEX,"TCP/516,UDP/516",
VIRTUAL-PLACES,"TCP/1533,UDP/1533",Virtual Places Software
VISTIUM-SHARE,"TCP/1545,UDP/1545",
VLSI-LM,"TCP/1500,UDP/1500",VLSI License Manager
VMNET,"TCP/175,UDP/175",
VMODEM,"TCP/3141,UDP/3141",
VMPWSCS,"TCP/214,UDP/214",
VNAS,"TCP/577,UDP/577",
VNC,TCP/5900,Virtual Network Computer display 0
VNC-1,TCP/5901,Virtual Network Computer display 1
VNC-2,TCP/5902,Virtual Network Computer display 2
VNC-3,TCP/5903,Virtual Network Computer display 3
VNC-HTTP,TCP/5800,"Virtual Network Computer HTTP Access, display 0"
VNC-HTTP-1,TCP/5801,"Virtual Network Computer HTTP Access, display 1"
VNC-HTTP-2,TCP/5802,"Virtual Network Computer HTTP Access, display 2"
VNC-HTTP-3,TCP/5803,"Virtual Network Computer HTTP Access, display 3"
VPAC,"TCP/1517,UDP/1517",Virtual Places Audio control
VPAD,"TCP/1516,UDP/1516",Virtual Places Audio data
VPVC,"TCP/1519,UDP/1519",Virtual Places Video control
VPVD,"TCP/1518,UDP/1518",Virtual Places Video data
VSINET,UDP/996,
VSLMP,"TCP/312,UDP/312",
WAP-PUSH,UDP/2948,Windows Mobile devices often have this
WASTE,TCP/1337,Nullsoft WASTE encrypted P2P app
WATCOM-SQL,"TCP/1498,UDP/1498",
WATERSHED-LM,"TCP/6143,UDP/6143",Watershed License Manager
WDBRPC,UDP/17185,vxWorks WDB remote debugging ONCRPC
WEBSTER,"TCP/765,UDP/765,TCP/2627,UDP/2627",
WHO,UDP/513,BSD rwhod(8)
WHOAMI,"TCP/565,UDP/565",
WHOIS,"TCP/43,UDP/43",nicname
WHOSOCKAMI,"UDP/2009,TCP/2019",
WINCIM,TCP/4144,pc windows compuserve.com protocol
WINDOWS-ICFW,TCP/1002,Windows Internet Connection Firewall or Internet Locator Server for NetMeeting.
WINS,"TCP/1512,UDP/1512",Microsoft's Windows Internet Name Service
WIZARD,UDP/2001,curry
WMS,TCP/1755,Windows media service
WNN6,TCP/22273,Wnn6 (Japanese input)
WNN6_CN,TCP/22289,Wnn6 (Chinese input)
WNN6_DS,TCP/26208,Wnn6 (Dserver)
WNN6_KR,TCP/22305,Wnn6 (Korean input)
WNN6_TW,TCP/22321,Wnn6 (Taiwanse input)
WORK-SOL,"TCP/400,UDP/400",Workstation Solutions
WORLD-LM,"TCP/1462,UDP/1462",World License Manager
WPAGES,"TCP/776,UDP/776",
WPGS,"TCP/780,UDP/780",
WWW-DEV,"TCP/2784,UDP/2784",world wide web - development
X11,TCP/6000,X Window server
X11:1,TCP/6001,X Window server
X11:2,TCP/6002,X Window server
X11:3,TCP/6003,X Window server
X11:4,TCP/6004,X Window server
X11:5,TCP/6005,X Window server
X11:6,TCP/6006,X Window server
X11:7,TCP/6007,X Window server
X11:8,TCP/6008,X Window server
X11:9,TCP/6009,X Window server
X25-SVC-PORT,"TCP/1998,UDP/1998",cisco X.25 service (XOT)
XAUDIO,TCP/1103,X Audio Server
XDMCP,"TCP/177,UDP/177",X Display Mgr. Control Proto
XDSXDM,"TCP/6558,UDP/6558",
XFER,"TCP/82,UDP/82",XFER Utility
XINUEXPANSION1,UDP/2021,
XINUEXPANSION2,UDP/2022,
XINUEXPANSION3,"TCP/2023,UDP/2023",
XINUEXPANSION4,"TCP/2024,UDP/2024",
XINUPAGESERVER,"TCP/2020,UDP/2020",
XLOG,UDP/482,
XMAIL-CTRL,TCP/6017,XMail CTRL server
XNMP,"TCP/1652,UDP/1652",
XNS-AUTH,"TCP/56,UDP/56",XNS Authentication
XNS-CH,"TCP/54,UDP/54",XNS Clearinghouse
XNS-COURIER,"TCP/165,UDP/165",Xerox
XNS-MAIL,"TCP/58,UDP/58",XNS Mail
XNS-TIME,"TCP/52,UDP/52",XNS Time Protocol
XRIBS,UDP/2025,
XTELL,TCP/4224,Xtell messenging server
XTREELIC,TCP/996,XTREE License Server
XVTTP,"TCP/508,UDP/508",
XYPLEX-MUX,"TCP/173,UDP/173",
YAK-CHAT,UDP/258,yak winsock personal chat
Z39.50,"TCP/210,UDP/210","wais, ANSI Z39.50"
ZANNET,"TCP/317,UDP/317",
ZEBRA,TCP/2601,zebra vty
ZEBRASRV,TCP/2600,zebra service
ZEPHYR-CLT,UDP/2103,Zephyr serv-hm connection
ZEPHYR-HM,UDP/2104,Zephyr hostmanager
ZEROCONF,UDP/5353,Mac OS X Bonjour/Zeroconf port 
ZEUS-ADMIN,TCP/9090,Zeus admin server
ZION-LM,"TCP/1425,UDP/1425",Zion Software License Manager
ZSERV,"TCP/346,UDP/346",Zebra server
PHMONITOR,TCP/7900,ProspectHills AccelOps Monitor
PHPARSER,"TCP/7914,TCP/7912",ProspectHills AccelOps Parser
PHQUERYMASTER,TCP/7918,ProspectHills AccelOps QueryMaster
PHQUERYWORKER,TCP/7916,ProspectHills AccelOps QueryWorker 
PHRULEMASTER,TCP/7922,ProspectHills AccelOps RuleMaster
PHRULEWORKER,TCP/7924,ProspectHills AccelOps RuleWorker 
PHREPORTMASTER,TCP/7934,ProspectHills AccelOps ReportMaster
PHREPORTWORKER,TCP/7932,ProspectHills AccelOps ReportWorker 
PHIDENTITYMASTER,TCP/7938,ProspectHills AccelOps IdentityMaster
PHIDENTITYWORKER,TCP/7940,ProspectHills AccelOps IdentityWorker 
PHDISCOVER,TCP/7928,ProspectHills AccelOps Discover
PHDATAMANAGER,TCP/7920,ProspectHills AccelOps DataManager
PHAGENTMANAGER,TCP/7926,ProspectHills AccelOps AgentManager
PHEVENTPACKAGER,TCP/7936,ProspectHills AccelOps EventPackager
PHCHECKPOINTAGENT,TCP/7930,ProspectHills AccelOps CheckpointAgent
,,
